CLASS_NAME,DEPT,COURSE_NUM,COURSE_TOPIC,FULL_ID
Intermediate Spanish,SPAN,2010,,Intermediate SpanishSPAN2010
Advanced Intermediate Spanish,SPAN,2020,,Advanced Intermediate SpanishSPAN2020
Phonetics,SPAN,3000,,PhoneticsSPAN3000
Grammar and Composition I,SPAN,3010,,Grammar and Composition ISPAN3010
Grammar and Composition II,SPAN,3020,,Grammar and Composition IISPAN3020
Cultural Conversations,SPAN,3030,,Cultural ConversationsSPAN3030
Business Spanish,SPAN,3040,,Business SpanishSPAN3040
Spanish for Medical Professionals,SPAN,3050,,Spanish for Medical ProfessionalsSPAN3050
Introduction to Hispanic Linguistics,SPAN,3200,,Introduction to Hispanic LinguisticsSPAN3200
Texts and Interpretation,SPAN,3300,,Texts and InterpretationSPAN3300
Survey of Spanish Literature I (Middle Ages to 1700),SPAN,3400,,Survey of Spanish Literature I (Middle Ages to 1700)SPAN3400
Survey of Spanish Literature II (1700 to Present),SPAN,3410,,Survey of Spanish Literature II (1700 to Present)SPAN3410
Survey of Latin American Literature I (Colonial to 1900),SPAN,3420,,Survey of Latin American Literature I (Colonial to 1900)SPAN3420
Survey of Latin American Literature II (1900 to Present),SPAN,3430,,Survey of Latin American Literature II (1900 to Present)SPAN3430
Translation from Spanish to English,SPAN,4040,,Translation from Spanish to EnglishSPAN4040
History of the Language,SPAN,4200,,History of the LanguageSPAN4200
Contemporary Latin-American Short Fiction,SPAN,4320,,Contemporary Latin-American Short FictionSPAN4320
Modern Spanish Literature,SPAN,4413,,Modern Spanish LiteratureSPAN4413
Special Topics Seminar: Literature,SPAN,4500,Caribbean Literature and the Environment,Special Topics Seminar: LiteratureSPAN4500Caribbean Literature and the Environment
Special Topics Seminar: Literature,SPAN,4500,Reading Spanish Poetry,Special Topics Seminar: LiteratureSPAN4500Reading Spanish Poetry
Special Topics Seminar: Literature,SPAN,4500,Texts Behaving Badly,Special Topics Seminar: LiteratureSPAN4500Texts Behaving Badly
Special Topics Seminar: Literature,SPAN,4510,Indigenous Literatures & Literacies,Special Topics Seminar: LiteratureSPAN4510Indigenous Literatures & Literacies
Special Topics Seminar: Culture and Civilization,SPAN,4520,Latin American Revolutions,Special Topics Seminar: Culture and CivilizationSPAN4520Latin American Revolutions
Special Topics Seminar: Language,SPAN,4530,Spec Topics Seminar: Language,Special Topics Seminar: LanguageSPAN4530Spec Topics Seminar: Language
Special Topics Seminar: Language,SPAN,4530,Meaning in (the Spanish) Language,Special Topics Seminar: LanguageSPAN4530Meaning in (the Spanish) Language
Literature and Cinema,SPAN,4600,,Literature and CinemaSPAN4600
Spanish Culture and Civilization,SPAN,4700,,Spanish Culture and CivilizationSPAN4700
Latin American Culture and Civilization,SPAN,4710,,Latin American Culture and CivilizationSPAN4710
Travelers in Latin America,SPAN,4712,,Travelers in Latin AmericaSPAN4712
Language House - Casa Bolívar,SPAN,4800,,Language House - Casa BolívarSPAN4800
Distinguished Major in Spanish Thesis,SPAN,4989,,Distinguished Major in Spanish ThesisSPAN4989
Themes and Genres,SPAN,7850,,Themes and GenresSPAN7850
Regional Literature,SPAN,7860,,Regional LiteratureSPAN7860
Seminars: Spanish America: Modern Period,SPAN,8560,The Latin American Jungle Novel,Seminars: Spanish America: Modern PeriodSPAN8560The Latin American Jungle Novel
Guided Research,SPAN,8995,,Guided ResearchSPAN8995
Non-Topical Research,SPAN,8999,,Non-Topical ResearchSPAN8999
"Non-Topical Research, Preparation for Doctoral Research",SPAN,9998,,"Non-Topical Research, Preparation for Doctoral ResearchSPAN9998"
Non-Topical Research,SPAN,9999,,Non-Topical ResearchSPAN9999
Chance: An Introduction to Statistics,STAT,1100,,Chance: An Introduction to StatisticsSTAT1100
Introduction to Data Science with R,STAT,1601,,Introduction to Data Science with RSTAT1601
Introduction to Data Science with Python,STAT,1602,,Introduction to Data Science with PythonSTAT1602
Statistics for Biologists,STAT,2020,,Statistics for BiologistsSTAT2020
Introduction to Statistical Analysis,STAT,2120,,Introduction to Statistical AnalysisSTAT2120
From Data to Knowledge,STAT,3080,,From Data to KnowledgeSTAT3080
Foundations of Statistics,STAT,3110,,Foundations of StatisticsSTAT3110
Introduction to Mathematical Statistics,STAT,3120,,Introduction to Mathematical StatisticsSTAT3120
Introduction to Regression Analysis,STAT,3220,,Introduction to Regression AnalysisSTAT3220
Data Analysis with Python,STAT,3250,,Data Analysis with PythonSTAT3250
Data Visualization and Management,STAT,3280,,Data Visualization and ManagementSTAT3280
Advanced Sports Analytics I,STAT,4800,,Advanced Sports Analytics ISTAT4800
Independent Study,STAT,4993,,Independent StudySTAT4993
Capstone,STAT,4996,,CapstoneSTAT4996
Applied Linear Models,STAT,5120,,Applied Linear ModelsSTAT5120
Applied Time Series,STAT,5170,,Applied Time SeriesSTAT5170
Data Mining,STAT,5330,,Data MiningSTAT5330
Applied Multivariate Statistics,STAT,6130,,Applied Multivariate StatisticsSTAT6130
Introduction to Bayesian Methods,STAT,6440,,Introduction to Bayesian MethodsSTAT6440
Statistical Literature,STAT,6520,,Statistical LiteratureSTAT6520
Introduction to Advanced Statistical Inference,STAT,7100,,Introduction to Advanced Statistical InferenceSTAT7100
Advanced Topics in Probability,STAT,7520,,Advanced Topics in ProbabilitySTAT7520
Statistical Consulting,STAT,7995,,Statistical ConsultingSTAT7995
Topics in Statistics,STAT,8120,,Topics in StatisticsSTAT8120
"Non-Topical Research, Preparation for Doctoral Research",STAT,9998,,"Non-Topical Research, Preparation for Doctoral ResearchSTAT9998"
Non-Topical Research,STAT,9999,,Non-Topical ResearchSTAT9999
"Science, Technology, and Contemporary Issues",STS,1500,Great Inventions that Changed the World,"Science, Technology, and Contemporary IssuesSTS1500Great Inventions that Changed the World"
Utopias and the Technological Society,STS,2070,,Utopias and the Technological SocietySTS2070
Science and Technology in Social and Global Context,STS,2500,Project Management,Science and Technology in Social and Global ContextSTS2500Project Management
Science and Technology in Social and Global Context,STS,2500,"STS, Ethics, and the Engineering Grand Challenges","Science and Technology in Social and Global ContextSTS2500STS, Ethics, and the Engineering Grand Challenges"
Science and Technology in Social and Global Context,STS,2500,Data and Diversity,Science and Technology in Social and Global ContextSTS2500Data and Diversity
Science and Technology in Social and Global Context,STS,2500,Telling the Story of Sci & Engn: Making Doc Video,Science and Technology in Social and Global ContextSTS2500Telling the Story of Sci & Engn: Making Doc Video
Science and Technology in Social and Global Context,STS,2500,Leadership in Context,Science and Technology in Social and Global ContextSTS2500Leadership in Context
Science and Technology Public Policy,STS,2620,,Science and Technology Public PolicySTS2620
Entrepreneurial Finance,STS,2840,,Entrepreneurial FinanceSTS2840
Independent Study: Technology and Society,STS,2993,,Independent Study: Technology and SocietySTS2993
Science and Technology Policy for Interns,STS,3020,,Science and Technology Policy for InternsSTS3020
STS and Engineering Practice,STS,4500,Case Studies in Technology and Society,STS and Engineering PracticeSTS4500Case Studies in Technology and Society
"The Engineer, Ethics, and Professional Responsibility",STS,4600,,"The Engineer, Ethics, and Professional ResponsibilitySTS4600"
New Product Development,STS,4810,,New Product DevelopmentSTS4810
Topics in Technology and Society,STS,5500,Communication for Engineers,Topics in Technology and SocietySTS5500Communication for Engineers
Topics in Technology and Society,STS,5500,Sustainable Energy Systems,Topics in Technology and SocietySTS5500Sustainable Energy Systems
Independent Study: Technology and Society,STS,5993,,Independent Study: Technology and SocietySTS5993
Introductory Swahili II,SWAH,1020,,Introductory Swahili IISWAH1020
Intermediate Swahili II,SWAH,2020,,Intermediate Swahili IISWAH2020
Systems Engineering Concepts,SYS,2001,,Systems Engineering ConceptsSYS2001
Technology Leaders Colloquium,SYS,2055,,Technology Leaders ColloquiumSYS2055
Technology Leaders Internship Colloquium,SYS,2056,,Technology Leaders Internship ColloquiumSYS2056
Data and Information Engineering,SYS,2202,,Data and Information EngineeringSYS2202
Engineered Systems Public Policy,SYS,2620,,Engineered Systems Public PolicySYS2620
Deterministic Decision Models,SYS,3021,,Deterministic Decision ModelsSYS3021
Human Machine Interface,SYS,3023,,Human Machine InterfaceSYS3023
System Evaluation,SYS,3034,,System EvaluationSYS3034
Integrated Systems Design,SYS,3048,,Integrated Systems DesignSYS3048
Stochastic Decision Models,SYS,3060,,Stochastic Decision ModelsSYS3060
Discrete Event Simulation,SYS,3062,,Discrete Event SimulationSYS3062
Linear Statistical Models,SYS,4021,,Linear Statistical ModelsSYS4021
User Experience Design,SYS,4024,,User Experience DesignSYS4024
Systems Design II,SYS,4054,,Systems Design IISYS4054
Systems Engineering Design Colloquium II,SYS,4055,,Systems Engineering Design Colloquium IISYS4055
Selected Topics in Systems Engineering,SYS,4582,Risk Analysis,Selected Topics in Systems EngineeringSYS4582Risk Analysis
Selected Topics in Systems Engineering,SYS,4582,Robots and Humans,Selected Topics in Systems EngineeringSYS4582Robots and Humans
Selected Topics in Systems Engineering,SYS,4582,Human Error in Complex Systems,Selected Topics in Systems EngineeringSYS4582Human Error in Complex Systems
Selected Topics in Systems Engineering,SYS,4582,Introduction to Lean Enterprise and Six Sigma,Selected Topics in Systems EngineeringSYS4582Introduction to Lean Enterprise and Six Sigma
Supervised Projects in Systems Engineering,SYS,4995,,Supervised Projects in Systems EngineeringSYS4995
Systems Integration,SYS,6002,,Systems IntegrationSYS6002
Human Factors I,SYS,6007,,Human Factors ISYS6007
Decision Analysis,SYS,6014,,Decision AnalysisSYS6014
Data Mining,SYS,6018,,Data MiningSYS6018
Statistical Modeling I,SYS,6021,,Statistical Modeling ISYS6021
User Experience Design,SYS,6024,,User Experience DesignSYS6024
Discrete-Event Stochastic Simulation,SYS,6034,,Discrete-Event Stochastic SimulationSYS6034
Risk Analysis,SYS,6050,,Risk AnalysisSYS6050
Graduate Teaching Instruction,SYS,6097,,Graduate Teaching InstructionSYS6097
Robots and Humans,SYS,6465,,Robots and HumansSYS6465
Selected Topics in Systems Engineering,SYS,6581,Human Considerations In Smart Infrastructure,Selected Topics in Systems EngineeringSYS6581Human Considerations In Smart Infrastructure
Selected Topics in Systems Engineering,SYS,6582,Fundamental of Item Response Theory,Selected Topics in Systems EngineeringSYS6582Fundamental of Item Response Theory
Selected Topics in Systems Engineering,SYS,6582,"CPS: Formal Methods, Safety, and Security","Selected Topics in Systems EngineeringSYS6582CPS: Formal Methods, Safety, and Security"
Selected Topics in Systems Engineering,SYS,6582,Human Error in Complex Systems,Selected Topics in Systems EngineeringSYS6582Human Error in Complex Systems
Selected Topics in Systems Engineering,SYS,6582,Introduction to Lean Enterprise and Six Sigma,Selected Topics in Systems EngineeringSYS6582Introduction to Lean Enterprise and Six Sigma
Selected Topics in Systems Engineering,SYS,6582,Mobile Sensing and Machine Learning,Selected Topics in Systems EngineeringSYS6582Mobile Sensing and Machine Learning
Independent Study,SYS,6993,,Independent StudySYS6993
Supervised Project Research,SYS,6995,,Supervised Project ResearchSYS6995
Case Studies in Systems Engineering,SYS,7002,,Case Studies in Systems EngineeringSYS7002
Systems Engineering Colloquium,SYS,7096,,Systems Engineering ColloquiumSYS7096
Independent Study,SYS,7993,,Independent StudySYS7993
Supervised Project Research,SYS,8995,,Supervised Project ResearchSYS8995
"Non-Topical Research, Masters",SYS,8999,,"Non-Topical Research, MastersSYS8999"
Graduate Teaching Instruction,SYS,9997,,Graduate Teaching InstructionSYS9997
Dissertation,SYS,9999,,DissertationSYS9999
Advanced Modern Tibetan II,TBTN,3020,,Advanced Modern Tibetan IITBTN3020
Advanced Modern Tibetan IV,TBTN,3040,,Advanced Modern Tibetan IVTBTN3040
Navigating University Life,UNST,2200,,Navigating University LifeUNST2200
Introduction to Academic Research Part II,UNST,2811,,Introduction to Academic Research Part IIUNST2811
Internship for Credit,UNST,2820,,Internship for CreditUNST2820
Front Lines of Social Change Part II,UNST,2896,,Front Lines of Social Change Part IIUNST2896
"Internship Reflection: Self, Teams, Leadership & Organizations",UNST,3510,,"Internship Reflection: Self, Teams, Leadership & OrganizationsUNST3510"
Intermediate Urdu,URDU,2020,,Intermediate UrduURDU2020
Advanced Urdu II,URDU,3020,,Advanced Urdu IIURDU3020
Independent Study in Urdu,URDU,4993,,Independent Study in UrduURDU4993
University Seminar,USEM,1570,"Death, Dying and Bereavement","University SeminarUSEM1570Death, Dying and Bereavement"
University Seminar,USEM,1570,A Diversity of Voices: Seeking Truth in Research,University SeminarUSEM1570A Diversity of Voices: Seeking Truth in Research
University Seminar,USEM,1570,Educating Girls and Young Women,University SeminarUSEM1570Educating Girls and Young Women
University Seminar,USEM,1570,Nurses and Global Disasters,University SeminarUSEM1570Nurses and Global Disasters
University Seminar,USEM,1570,Co-Create UVA: Reimagining Learn & Teach Together,University SeminarUSEM1570Co-Create UVA: Reimagining Learn & Teach Together
University Seminar,USEM,1570,The Urgency of Now & the Relevance of Then,University SeminarUSEM1570The Urgency of Now & the Relevance of Then
University Seminar,USEM,1570,Post-Soviet Political Challenges,University SeminarUSEM1570Post-Soviet Political Challenges
University Seminar,USEM,1580,"The Silk Road, Old and New","University SeminarUSEM1580The Silk Road, Old and New"
University Seminar,USEM,1580,Australia,University SeminarUSEM1580Australia
Introduction to Gender and Sexuality Studies,WGS,2100,,Introduction to Gender and Sexuality StudiesWGS2100
Human Sexualities,WGS,2600,,Human SexualitiesWGS2600
"Gender, Body Image and Social Activism",WGS,2894,,"Gender, Body Image and Social ActivismWGS2894"
Issues in LGBTQ Studies,WGS,3105,,Issues in LGBTQ StudiesWGS3105
"Border Crossings: Women, Islam and Literature in the Middle East and North Africa",WGS,3140,,"Border Crossings: Women, Islam and Literature in the Middle East and North AfricaWGS3140"
Global Perspectives on Gender & Sport,WGS,3220,,Global Perspectives on Gender & SportWGS3220
"Gender, Race and Sport: A History of African American Sportswomen",WGS,3240,,"Gender, Race and Sport: A History of African American SportswomenWGS3240"
"New Course in Women, Gender and Sexuality",WGS,3559,The Politics of Motherhood,"New Course in Women, Gender and SexualityWGS3559The Politics of Motherhood"
